snapshot_date,code,rule,dry_state,original_rank,reward_only_rank,rank_delta,original_top3_position,reward_only_top3_position,original_top3_member,reward_only_top3_member
2026-04-17,GRMN,ma10_touch_confirm,Missing,27,42,-15,,,False,False
2026-04-17,HUT,ma10_touch_confirm,Missing,72,75,-3,,,False,False
2026-04-17,INVA,pivot,Missing,15,17,-2,,,False,False
2026-04-17,IVT,ma10_touch_confirm,True,17,22,-5,,,False,False
2026-04-17,JAZZ,pivot,Missing,28,43,-15,,,False,False
2026-04-17,JBHT,pivot,True,84,84,0,,,False,False
2026-04-17,LIND,ma10_touch_confirm,False,82,79,3,,,False,False
2026-04-17,MAR,pivot,False,46,44,2,,,False,False
2026-04-17,MKSI,ma10_touch_confirm,False,47,45,2,,,False,False
2026-04-17,MSGS,pivot,False,32,18,14,,,False,False
2026-04-17,MSM,pivot,Missing,29,46,-17,,,False,False
2026-04-17,MU,pivot,False,80,73,7,,,False,False
2026-04-17,NATL,ma10_touch_confirm,False,90,90,0,,,False,False
2026-04-17,NBIS,ma10_touch_confirm,Missing,25,37,-12,,,False,False
2026-04-17,OSIS,pivot,Missing,78,81,-3,,,False,False
2026-04-17,OVBC,ma10_touch_confirm,False,33,19,14,,,False,False
2026-04-17,OVLY,ma10_touch_confirm,Missing,87,88,-1,,,False,False
2026-04-17,PL,ma10_touch_confirm,False,83,82,1,,,False,False
2026-04-17,RPRX,ma10_touch_confirm,False,48,47,1,,,False,False
2026-04-17,RRBI,ma10_touch_confirm,False,34,20,14,,,False,False
2026-04-17,SATS,pivot,False,49,48,1,,,False,False
2026-04-17,SILC,ma10_touch_confirm,False,68,60,8,,,False,False
2026-04-17,SLAB,ma10_touch_confirm,True,8,9,-1,,,False,False
2026-04-17,SMTC,pivot,Missing,95,95,0,,,False,False
2026-04-17,STT,ma10_touch_confirm,Missing,88,89,-1,,,False,False
2026-04-17,SXI,ma10_touch_confirm,False,22,7,15,,,False,False
2026-04-17,TPR,ma10_touch_confirm,True,9,10,-1,,,False,False
2026-04-17,UTMD,pivot,Missing,30,49,-19,,,False,False
2026-04-17,VALE,pivot,True,18,23,-5,,,False,False
2026-04-17,VICR,pivot,False,81,74,7,,,False,False
2026-04-17,VIK,pivot,False,69,62,7,,,False,False
2026-04-17,WCC,pivot,False,42,36,6,,,False,False
2026-04-17,WULF,ma10_touch_confirm,Missing,20,29,-9,,,False,False
2026-04-17,XPO,ma10_touch_confirm,True,21,30,-9,,,False,False
2026-04-24,ALSN,ma10_touch_confirm,False,60,59,1,,,False,False
2026-04-24,AMPX,pivot,True,68,70,-2,,,False,False
2026-04-24,AZZ,pivot,Missing,7,8,-1,,,False,False
2026-04-24,BATRA,ma10_touch_confirm,Missing,9,10,-1,,,False,False
2026-04-24,BKR,pivot,False,12,12,0,,,False,False
2026-04-24,CAMT,ma10_touch_confirm,False,61,61,0,,,False,False
2026-04-24,CVLG,ma10_touch_confirm,Missing,47,49,-2,,,False,False
2026-04-24,DGII,ma10_touch_confirm,False,23,21,2,,,False,False
2026-04-24,DHIL,pivot,True,27,27,0,,,False,False
2026-04-24,DOCN,pivot,False,25,24,1,,,False,False
2026-04-24,ECO,pivot,False,58,55,3,,,False,False
2026-04-24,ERAS,ma10_touch_confirm,False,57,53,4,,,False,False
2026-04-24,ETN,pivot,Missing,20,25,-5,,,False,False
2026-04-24,GL,pivot,Missing,15,17,-2,,,False,False
2026-04-24,HCSG,pivot,True,65,65,0,,,False,False
2026-04-24,HXL,ma10_touch_confirm,False,75,73,2,,,False,False
2026-04-24,IESC,ma10_touch_confirm,Missing,56,58,-2,,,False,False
2026-04-24,KALU,pivot,False,48,32,16,,,False,False
2026-04-24,LASR,pivot,True,16,18,-2,,,False,False
2026-04-24,LBRT,pivot,False,24,22,2,,,False,False
2026-04-24,LSBK,ma10_touch_confirm,False,21,14,7,,,False,False
2026-04-24,MCHP,pivot,Missing,31,31,0,,,False,False
2026-04-24,NCSM,pivot,False,11,11,0,,,False,False
2026-04-24,NEE,pivot,False,10,5,5,,,False,False
2026-04-24,NHC,pivot,False,72,66,6,,,False,False
2026-04-24,NPO,pivot,False,26,26,0,,,False,False
2026-04-24,NSC,pivot,Missing,19,23,-4,,,False,False
2026-04-24,NYAX,ma10_touch_confirm,Missing,6,7,-1,,,False,False
2026-04-24,OBK,pivot,Missing,5,6,-1,,,False,False
2026-04-24,PRA,ceiling_pullback,False,73,68,5,,,False,False
2026-04-24,PUMP,pivot,True,52,54,-2,,,False,False
2026-04-24,Q,pivot,True,17,19,-2,,,False,False
2026-04-24,R,ma10_touch_confirm,Missing,45,47,-2,,,False,False
2026-04-24,RSI,ma10_touch_confirm,Missing,14,15,-1,,,False,False
2026-04-24,SEI,pivot,True,13,13,0,,,False,False
2026-04-24,SLB,pivot,True,18,20,-2,,,False,False
2026-04-24,SRBK,ma10_touch_confirm,True,64,64,0,,,False,False
2026-04-24,STRL,pivot,False,62,62,0,,,False,False
2026-04-24,TDW,ma10_touch_confirm,False,22,16,6,,,False,False
2026-04-24,TSM,pivot,False,74,72,2,,,False,False
2026-04-24,TXN,pivot,Missing,77,77,0,,,False,False
2026-04-24,UNP,pivot,Missing,8,9,-1,,,False,False
2026-04-24,UVE,pivot,Missing,30,30,0,,,False,False
2026-04-24,WTTR,ceiling_pullback,False,53,45,8,,,False,False
2026-05-01,AEE,pivot,False,41,39,2,,,False,False
2026-05-01,AEP,ma10_touch_confirm,True,26,31,-5,,,False,False
2026-05-01,ALRS,pivot,False,16,14,2,,,False,False
2026-05-01,ANAB,ma10_touch_confirm,False,88,87,1,,,False,False
2026-05-01,AROW,pivot,False,38,33,5,,,False,False
2026-05-01,ATLO,pivot,False,12,11,1,,,False,False
2026-05-01,BOH,pivot,False,33,26,7,,,False,False
2026-05-01,BWFG,pivot,False,14,12,2,,,False,False
2026-05-01,CARE,pivot,False,19,17,2,,,False,False
2026-05-01,CATY,three_weeks_tight,Missing,31,40,-9,,,False,False
2026-05-01,CBOE,pivot,False,77,70,7,,,False,False
2026-05-01,CE,pivot,Missing,28,34,-6,,,False,False
2026-05-01,CNOB,pivot,False,17,15,2,,,False,False
2026-05-01,CTO,pivot,False,101,97,4,,,False,False
2026-05-01,DINO,ceiling_pullback,True,78,80,-2,,,False,False
2026-05-01,DTM,pivot,False,20,18,2,,,False,False
2026-05-01,ECG,pivot,False,86,84,2,,,False,False
2026-05-01,ECO,ma10_touch_confirm,False,42,41,1,,,False,False
2026-05-01,ESEA,pivot,False,84,83,1,,,False,False
2026-05-01,ESP,ma10_touch_confirm,True,9,10,-1,,,False,False
2026-05-01,ETON,pivot,False,76,69,7,,,False,False
2026-05-01,ETR,ma10_touch_confirm,False,43,42,1,,,False,False
2026-05-01,FANG,pivot,False,44,43,1,,,False,False
2026-05-01,FDX,pivot,False,45,44,1,,,False,False
2026-05-01,FRO,pivot,False,46,45,1,,,False,False
2026-05-01,GNRC,pivot,Missing,68,72,-4,,,False,False
2026-05-01,GPRE,pivot,False,34,27,7,,,False,False
2026-05-01,GVA,pivot,True,51,51,0,,,False,False
2026-05-01,HR,pivot,Missing,95,95,0,,,False,False
2026-05-01,INSW,ma10_touch_confirm,False,87,85,2,,,False,False
2026-05-01,JAZZ,pivot,False,48,48,0,,,False,False
2026-05-01,JCI,pivot,True,22,22,0,,,False,False
2026-05-01,KALV,ma10_touch_confirm,False,104,104,0,,,False,False
2026-05-01,KEN,pivot,False,105,105,0,,,False,False
2026-05-01,KO,pivot,True,94,94,0,,,False,False
2026-05-01,KRP,pivot,Missing,10,19,-9,,,False,False
2026-05-01,LAMR,pivot,False,18,16,2,,,False,False
2026-05-01,LNT,pivot,False,102,100,2,,,False,False
2026-05-01,MDU,ceiling_pullback,True,24,24,0,,,False,False
2026-05-01,MO,pivot,Missing,62,63,-1,,,False,False
2026-05-01,MPC,ma10_touch_confirm,True,79,81,-2,,,False,False
2026-05-01,MSBI,ma10_touch_confirm,Missing,91,91,0,,,False,False
2026-05-01,MSGE,pivot,False,49,49,0,,,False,False
2026-05-01,MSGS,pivot,False,35,28,7,,,False,False
2026-05-01,MTX,ceiling_pullback,True,25,25,0,,,False,False
2026-05-01,NHC,pivot,False,82,75,7,,,False,False
2026-05-01,NPKI,ma10_touch_confirm,False,21,21,0,,,False,False
2026-05-01,NVGS,ceiling_pullback,False,50,50,0,,,False,False
2026-05-01,OSW,ma10_touch_confirm,False,36,29,7,,,False,False
2026-05-01,PCB,pivot,False,37,30,7,,,False,False
2026-05-01,PFIS,pivot,False,11,8,3,,,False,False
2026-05-01,PHVS,pivot,Missing,13,20,-7,,,False,False
2026-05-01,PR,pivot,True,8,9,-1,,,False,False
2026-05-01,REPX,ma10_touch_confirm,Missing,72,76,-4,,,False,False
2026-05-01,REX,pivot,False,39,35,4,,,False,False
2026-05-01,SHIP,pivot,False,89,88,1,,,False,False
2026-05-01,SIF,pivot,True,80,82,-2,,,False,False
2026-05-01,SNDA,ma10_touch_confirm,Missing,54,54,0,,,False,False
2026-05-01,SUN,pivot,True,27,32,-5,,,False,False
2026-05-01,TEN,pivot,True,30,38,-8,,,False,False
2026-05-01,THR,three_weeks_tight,False,81,71,10,,,False,False
2026-05-01,TPC,pivot,Missing,83,86,-3,,,False,False
2026-05-01,TRMK,pivot,False,47,46,1,,,False,False
2026-05-01,VCTR,pivot,Missing,32,47,-15,,,False,False
2026-05-01,VLO,ma10_touch_confirm,True,23,23,0,,,False,False
2026-05-01,VMI,ma10_touch_confirm,Missing,29,36,-7,,,False,False
2026-05-01,VTR,pivot,False,15,13,2,,,False,False
2026-05-01,WCC,pivot,False,71,62,9,,,False,False
2026-05-01,WELL,pivot,False,40,37,3,,,False,False
2026-05-01,WERN,pivot,Missing,98,99,-1,,,False,False
2026-05-08,AAPL,pivot,Missing,32,47,-15,,,False,False
2026-05-08,AKR,pivot,Missing,22,22,0,,,False,False
2026-05-08,AMAT,ma10_touch_confirm,False,39,30,9,,,False,False
2026-05-08,ASML,pivot,False,96,96,0,,,False,False
2026-05-08,ASRT,pivot,False,127,122,5,,,False,False
2026-05-08,AXTI,ma10_touch_confirm,False,100,100,0,,,False,False
2026-05-08,BELFA,ma10_touch_confirm,False,41,35,6,,,False,False
2026-05-08,BKSY,ceiling_pullback,True,79,82,-3,,,False,False
2026-05-08,BLBD,ma10_touch_confirm,False,128,127,1,,,False,False
2026-05-08,BTSG,ma10_touch_confirm,False,36,23,13,,,False,False
2026-05-08,BVFL,pivot,False,37,24,13,,,False,False
2026-05-08,CELC,ma10_touch_confirm,False,109,109,0,,,False,False
2026-05-08,CHEF,ma10_touch_confirm,Missing,27,31,-4,,,False,False
2026-05-08,COCO,ma10_touch_confirm,Missing,28,32,-4,,,False,False
2026-05-08,CPF,pivot,False,42,36,6,,,False,False
2026-05-08,CZWI,pivot,True,33,48,-15,,,False,False
2026-05-08,DCOM,pivot,False,19,19,0,,,False,False
2026-05-08,EBAY,pivot,Missing,105,106,-1,,,False,False
2026-05-08,ESEA,ma10_touch_confirm,False,43,37,6,,,False,False
2026-05-08,FISI,pivot,True,21,21,0,,,False,False
2026-05-08,FRAF,pivot,False,38,25,13,,,False,False
2026-05-08,FRO,pivot,True,29,34,-5,,,False,False
2026-05-08,GLW,pivot,False,126,121,5,,,False,False
2026-05-08,GTX,ma10_touch_confirm,Missing,65,67,-2,,,False,False
2026-05-08,HCSG,pivot,False,95,95,0,,,False,False
2026-05-08,HFBL,pivot,True,12,12,0,,,False,False
2026-05-08,HR,ma10_touch_confirm,Missing,14,14,0,,,False,False
2026-05-08,HST,three_weeks_tight,False,108,105,3,,,False,False
2026-05-08,HXL,pivot,False,44,38,6,,,False,False
2026-05-08,HZO,pivot,True,67,69,-2,,,False,False
2026-05-08,IBKR,pivot,Missing,30,39,-9,,,False,False
2026-05-08,IRM,ma10_touch_confirm,Missing,23,26,-3,,,False,False
2026-05-08,JAZZ,pivot,True,57,57,0,,,False,False
2026-05-08,JLHL,ma10_touch_confirm,Missing,87,89,-2,,,False,False
2026-05-08,KNSA,ma10_touch_confirm,Missing,89,92,-3,,,False,False
2026-05-08,LINC,pivot,True,13,13,0,,,False,False
2026-05-08,LIND,ma10_touch_confirm,True,15,16,-1,,,False,False
2026-05-08,LIVN,pivot,False,81,65,16,,,False,False
2026-05-08,LRCX,ma10_touch_confirm,False,93,93,0,,,False,False
2026-05-08,MATX,pivot,True,53,53,0,,,False,False
2026-05-08,MCRI,ma10_touch_confirm,Missing,24,27,-3,,,False,False
2026-05-08,MKSI,three_weeks_tight,False,121,117,4,,,False,False
2026-05-08,MNST,ma10_touch_confirm,True,113,113,0,,,False,False
2026-05-08,MOD,ma10_touch_confirm,True,25,28,-3,,,False,False
2026-05-08,MRNA,pivot,False,111,111,0,,,False,False
2026-05-08,MRX,ceiling_pullback,False,94,94,0,,,False,False
2026-05-08,NBIS,ceiling_pullback,False,92,91,1,,,False,False
2026-05-08,NHC,ma10_touch_confirm,False,97,97,0,,,False,False
2026-05-08,NMM,pivot,False,56,56,0,,,False,False
2026-05-08,NPO,pivot,False,98,98,0,,,False,False
2026-05-08,NVEC,ma10_touch_confirm,Missing,16,17,-1,,,False,False
2026-05-08,NWPX,ma10_touch_confirm,False,123,119,4,,,False,False
2026-05-08,OCS,pivot,False,90,87,3,,,False,False
2026-05-08,ODC,three_weeks_tight,False,51,49,2,,,False,False
2026-05-08,OPLN,three_weeks_tight,False,80,62,18,,,False,False
2026-05-08,OSBC,pivot,False,45,40,5,,,False,False
2026-05-08,PBT,pivot,False,20,20,0,,,False,False
2026-05-08,PCB,ma10_touch_confirm,False,17,15,2,,,False,False
2026-05-08,PDFS,ma10_touch_confirm,False,120,115,5,,,False,False
2026-05-08,PEBK,pivot,False,55,55,0,,,False,False
2026-05-08,PFIS,ma10_touch_confirm,False,46,41,5,,,False,False
2026-05-08,PL,ma10_touch_confirm,True,34,50,-16,,,False,False
2026-05-08,PRA,pivot,False,47,42,5,,,False,False
2026-05-08,RBC,pivot,True,26,29,-3,,,False,False
2026-05-08,RFIL,ma10_touch_confirm,False,40,33,7,,,False,False
2026-05-08,RPRX,pivot,False,110,110,0,,,False,False
2026-05-08,SMBC,ma10_touch_confirm,False,48,43,5,,,False,False
2026-05-08,SMTC,ma10_touch_confirm,False,99,99,0,,,False,False
2026-05-08,SNDA,pivot,Missing,31,44,-13,,,False,False
2026-05-08,SNEX,three_weeks_tight,False,86,76,10,,,False,False
2026-05-08,SSRM,pivot,True,35,51,-16,,,False,False
2026-05-08,SYRE,pivot,False,49,45,4,,,False,False
2026-05-08,TKR,pivot,True,112,112,0,,,False,False
2026-05-08,TSAT,pivot,False,52,52,0,,,False,False
2026-05-08,TSN,pivot,False,18,18,0,,,False,False
2026-05-08,TWLO,ma10_touch_confirm,Missing,62,63,-1,,,False,False
2026-05-08,UFCS,pivot,False,122,118,4,,,False,False
2026-05-08,ULS,pivot,Missing,72,74,-2,,,False,False
2026-05-08,WSR,pivot,False,50,46,4,,,False,False
2026-05-08,WT,pivot,False,91,88,3,,,False,False
2026-05-15,AKAM,ma10_touch_confirm,Missing,55,58,-3,,,False,False
2026-05-15,ARMK,pivot,False,63,61,2,,,False,False
2026-05-15,BUUU,pivot,False,66,66,0,,,False,False
2026-05-15,BW,pivot,True,33,34,-1,,,False,False
2026-05-15,CAEP,ma10_touch_confirm,Missing,37,38,-1,,,False,False
2026-05-15,COHR,pivot,False,52,51,1,,,False,False
2026-05-15,CON,pivot,Missing,32,33,-1,,,False,False
2026-05-15,CVEO,pivot,True,61,62,-1,,,False,False
2026-05-15,CVLG,pivot,False,24,24,0,,,False,False
2026-05-15,DCO,pivot,False,10,7,3,,,False,False
2026-05-15,DVA,ma10_touch_confirm,Missing,5,8,-3,,,False,False
2026-05-15,DY,pivot,False,46,44,2,,,False,False
2026-05-15,ETON,ma10_touch_confirm,False,43,42,1,,,False,False
2026-05-15,FCX,ma10_touch_confirm,True,15,15,0,,,False,False
2026-05-15,FTNT,ma10_touch_confirm,Missing,44,46,-2,,,False,False
2026-05-15,GL,pivot,False,60,59,1,,,False,False
2026-05-15,HG,ma10_touch_confirm,False,13,12,1,,,False,False
2026-05-15,JBHT,three_weeks_tight,False,8,6,2,,,False,False
2026-05-15,KNX,ceiling_pullback,False,42,39,3,,,False,False
2026-05-15,KRYS,ma10_touch_confirm,Missing,16,16,0,,,False,False
2026-05-15,LITE,pivot,False,14,13,1,,,False,False
2026-05-15,MO,pivot,False,49,47,2,,,False,False
2026-05-15,MPC,ceiling_pullback,False,59,57,2,,,False,False
2026-05-15,MSGS,pivot,False,26,26,0,,,False,False
2026-05-15,NGS,pivot,False,7,5,2,,,False,False
2026-05-15,NPO,ma10_touch_confirm,False,25,25,0,,,False,False
2026-05-15,NXT,pivot,Missing,64,65,-1,,,False,False
2026-05-15,PAA,pivot,False,27,27,0,,,False,False
2026-05-15,PL,pivot,True,19,22,-3,,,False,False
2026-05-15,PLGO,ceiling_pullback,False,40,31,9,,,False,False
2026-05-15,PNRG,pivot,Missing,45,48,-3,,,False,False
2026-05-15,POET,pivot,Missing,9,14,-5,,,False,False
2026-05-15,PRM,ma10_touch_confirm,False,12,10,2,,,False,False
2026-05-15,PUMP,pivot,False,47,45,2,,,False,False
2026-05-15,RKLB,ma10_touch_confirm,Missing,36,37,-1,,,False,False
2026-05-15,SDRL,ma10_touch_confirm,False,50,49,1,,,False,False
2026-05-15,STRZ,ceiling_pullback,True,62,63,-1,,,False,False
2026-05-15,SUN,pivot,False,65,64,1,,,False,False
2026-05-15,TFSL,pivot,False,21,17,4,,,False,False
2026-05-15,TRGP,pivot,False,51,50,1,,,False,False
2026-05-15,TRT,pivot,False,11,9,2,,,False,False
2026-05-15,TSEM,pivot,True,39,41,-2,,,False,False
2026-05-15,UNP,pivot,True,17,18,-1,,,False,False
2026-05-15,USAC,pivot,True,20,23,-3,,,False,False
2026-05-15,VAL,pivot,True,4,4,0,,,False,False
2026-05-15,VIK,ma10_touch_confirm,False,57,55,2,,,False,False
2026-05-15,VIRT,pivot,False,22,20,2,,,False,False
2026-05-15,VLGEA,pivot,True,18,19,-1,,,False,False
2026-05-15,WBI,pivot,False,53,53,0,,,False,False
2026-05-15,WCC,ma10_touch_confirm,False,58,56,2,,,False,False
2026-05-15,WES,ma10_touch_confirm,Missing,6,11,-5,,,False,False
2026-05-15,WMB,pivot,False,23,21,2,,,False,False
2026-05-22,ALGM,pivot,False,77,74,3,,,False,False
2026-05-22,ALRS,pivot,False,6,6,0,,,False,False
2026-05-22,ARCB,ceiling_pullback,False,75,72,3,,,False,False
2026-05-22,ARM,pivot,False,69,53,16,,,False,False
2026-05-22,BE,pivot,True,15,22,-7,,,False,False
2026-05-22,BK,pivot,False,30,27,3,,,False,False
2026-05-22,BKR,pivot,True,18,28,-10,,,False,False
2026-05-22,BKSY,pivot,False,74,70,4,,,False,False
2026-05-22,BNL,pivot,True,9,9,0,,,False,False
2026-05-22,BNY,pivot,False,21,11,10,,,False,False
2026-05-22,CMP,ma10_touch_confirm,Missing,56,57,-1,,,False,False
2026-05-22,CTBI,ma10_touch_confirm,True,11,18,-7,,,False,False
2026-05-22,DCOM,pivot,False,22,12,10,,,False,False
2026-05-22,ELMD,ma10_touch_confirm,Missing,5,5,0,,,False,False
2026-05-22,FDX,pivot,False,31,29,2,,,False,False
2026-05-22,FRO,pivot,False,70,58,12,,,False,False
2026-05-22,FSBC,pivot,False,23,13,10,,,False,False
2026-05-22,GL,ma10_touch_confirm,False,32,30,2,,,False,False
2026-05-22,IVT,pivot,True,10,10,0,,,False,False
2026-05-22,KLAC,ma10_touch_confirm,False,33,31,2,,,False,False
2026-05-22,KRP,pivot,False,34,32,2,,,False,False
2026-05-22,LIN,pivot,True,12,19,-7,,,False,False
2026-05-22,LQDA,ma10_touch_confirm,Missing,16,23,-7,,,False,False
2026-05-22,MCY,ma10_touch_confirm,False,24,14,10,,,False,False
2026-05-22,MOV,ma10_touch_confirm,False,25,15,10,,,False,False
2026-05-22,NMM,pivot,False,86,85,1,,,False,False
2026-05-22,NOV,pivot,Missing,19,37,-18,,,False,False
2026-05-22,NXPI,pivot,False,80,76,4,,,False,False
2026-05-22,OBK,pivot,False,28,24,4,,,False,False
2026-05-22,OSS,ma10_touch_confirm,Missing,72,77,-5,,,False,False
2026-05-22,OVBC,pivot,False,85,84,1,,,False,False
2026-05-22,PCB,pivot,False,29,25,4,,,False,False
2026-05-22,PFG,pivot,False,26,16,10,,,False,False
2026-05-22,PFIS,pivot,False,40,40,0,,,False,False
2026-05-22,PKBK,pivot,False,84,81,3,,,False,False
2026-05-22,PLPC,pivot,True,13,20,-7,,,False,False
2026-05-22,PSMT,pivot,False,35,33,2,,,False,False
2026-05-22,R,ceiling_pullback,False,76,73,3,,,False,False
2026-05-22,ROIV,ma10_touch_confirm,True,4,4,0,,,False,False
2026-05-22,ROST,pivot,False,8,8,0,,,False,False
2026-05-22,RXO,ceiling_pullback,False,7,7,0,,,False,False
2026-05-22,SBRA,pivot,False,36,34,2,,,False,False
2026-05-22,SIRI,pivot,True,54,55,-1,,,False,False
2026-05-22,SLB,pivot,True,14,21,-7,,,False,False
2026-05-22,TFSL,three_weeks_tight,Missing,20,38,-18,,,False,False
2026-05-22,TIGO,pivot,False,37,35,2,,,False,False
2026-05-22,TMP,pivot,False,27,17,10,,,False,False
2026-05-22,UNM,three_weeks_tight,Missing,17,26,-9,,,False,False
2026-05-22,WBI,ma10_touch_confirm,False,38,36,2,,,False,False
2026-05-29,AA,pivot,Missing,28,43,-15,,,False,False
2026-05-29,ALGM,ma10_touch_confirm,Missing,102,103,-1,,,False,False
2026-05-29,ALM,ma10_touch_confirm,True,29,44,-15,,,False,False
2026-05-29,AMAT,three_weeks_tight,False,30,21,9,,,False,False
2026-05-29,ARCB,pivot,False,39,36,3,,,False,False
2026-05-29,ARM,ma10_touch_confirm,False,85,82,3,,,False,False
2026-05-29,ATI,pivot,True,56,58,-2,,,False,False
2026-05-29,ATLC,pivot,False,13,11,2,,,False,False
2026-05-29,AVGO,pivot,True,5,5,0,,,False,False
2026-05-29,BFH,ceiling_pullback,True,20,22,-2,,,False,False
2026-05-29,BUUU,pivot,False,103,102,1,,,False,False
2026-05-29,CATY,pivot,True,17,18,-1,,,False,False
2026-05-29,CBL,pivot,False,26,16,10,,,False,False
2026-05-29,CC,pivot,False,80,78,2,,,False,False
2026-05-29,CENX,ma10_touch_confirm,True,91,91,0,,,False,False
2026-05-29,CNOB,ceiling_pullback,True,18,19,-1,,,False,False
2026-05-29,COHU,ceiling_pullback,False,61,54,7,,,False,False
2026-05-29,CRDO,ma10_touch_confirm,Missing,77,79,-2,,,False,False
2026-05-29,CSTM,pivot,False,10,6,4,,,False,False
2026-05-29,CTS,ma10_touch_confirm,Missing,9,14,-5,,,False,False
2026-05-29,CURB,pivot,True,25,35,-10,,,False,False
2026-05-29,DAL,ma10_touch_confirm,Missing,81,83,-2,,,False,False
2026-05-29,DCOM,ceiling_pullback,False,31,23,8,,,False,False
2026-05-29,DIOD,ma10_touch_confirm,False,14,13,1,,,False,False
2026-05-29,ELA,pivot,True,16,17,-1,,,False,False
2026-05-29,ENLT,pivot,False,74,66,8,,,False,False
2026-05-29,FDX,pivot,False,40,37,3,,,False,False
2026-05-29,FEIM,ma10_touch_confirm,Missing,68,75,-7,,,False,False
2026-05-29,FISI,pivot,Missing,21,24,-3,,,False,False
2026-05-29,FLEX,pivot,False,110,107,3,,,False,False
2026-05-29,FUSB,pivot,True,6,9,-3,,,False,False
2026-05-29,GHM,ma10_touch_confirm,False,11,7,4,,,False,False
2026-05-29,H,pivot,Missing,92,92,0,,,False,False
2026-05-29,HLIO,ma10_touch_confirm,Missing,24,32,-8,,,False,False
2026-05-29,HLT,ma10_touch_confirm,Missing,93,94,-1,,,False,False
2026-05-29,INGM,ma10_touch_confirm,False,84,81,3,,,False,False
2026-05-29,ITRN,pivot,True,57,59,-2,,,False,False
2026-05-29,JBHT,ma10_touch_confirm,False,72,65,7,,,False,False
2026-05-29,KLAC,ma10_touch_confirm,False,79,77,2,,,False,False
2026-05-29,KRG,ma10_touch_confirm,Missing,27,38,-11,,,False,False
2026-05-29,LIND,pivot,True,104,104,0,,,False,False
2026-05-29,LRCX,ma10_touch_confirm,False,37,33,4,,,False,False
2026-05-29,LSCC,ma10_touch_confirm,False,32,25,7,,,False,False
2026-05-29,MEC,ceiling_pullback,False,15,15,0,,,False,False
2026-05-29,MITK,ma10_touch_confirm,Missing,82,84,-2,,,False,False
2026-05-29,MKSI,ma10_touch_confirm,False,33,26,7,,,False,False
2026-05-29,MNST,pivot,False,98,93,5,,,False,False
2026-05-29,MOD,ma10_touch_confirm,False,100,99,1,,,False,False
2026-05-29,MOV,pivot,False,62,56,6,,,False,False
2026-05-29,MPTI,ma10_touch_confirm,False,45,45,0,,,False,False
2026-05-29,MSGE,ma10_touch_confirm,False,41,39,2,,,False,False
2026-05-29,NTB,ma10_touch_confirm,False,99,97,2,,,False,False
2026-05-29,NVEC,ma10_touch_confirm,False,69,62,7,,,False,False
2026-05-29,NVRI,pivot,Missing,7,10,-3,,,False,False
2026-05-29,NWPX,pivot,False,38,34,4,,,False,False
2026-05-29,NXT,pivot,False,111,108,3,,,False,False
2026-05-29,NYAX,pivot,False,34,27,7,,,False,False
2026-05-29,PDFS,ma10_touch_confirm,False,75,72,3,,,False,False
2026-05-29,PDLB,ma10_touch_confirm,Missing,89,89,0,,,False,False
2026-05-29,PFIS,ceiling_pullback,False,42,40,2,,,False,False
2026-05-29,PL,ma10_touch_confirm,True,78,80,-2,,,False,False
2026-05-29,PRAX,pivot,False,43,41,2,,,False,False
2026-05-29,ROKU,ceiling_pullback,True,19,20,-1,,,False,False
2026-05-29,RS,ceiling_pullback,False,101,100,1,,,False,False
2026-05-29,RVMD,pivot,False,48,46,2,,,False,False
2026-05-29,SANM,pivot,True,87,87,0,,,False,False
2026-05-29,SBLK,pivot,False,12,8,4,,,False,False
2026-05-29,SEDG,ma10_touch_confirm,Missing,107,109,-2,,,False,False
2026-05-29,SHEN,pivot,True,46,48,-2,,,False,False
2026-05-29,SILA,pivot,False,44,42,2,,,False,False
2026-05-29,SNDK,pivot,True,73,76,-3,,,False,False
2026-05-29,SNX,pivot,True,50,50,0,,,False,False
2026-05-29,SXI,ceiling_pullback,False,35,28,7,,,False,False
2026-05-29,TKR,ma10_touch_confirm,False,70,63,7,,,False,False
2026-05-29,TMP,pivot,Missing,8,12,-4,,,False,False
2026-05-29,TVTX,pivot,False,86,85,1,,,False,False
2026-05-29,VICR,pivot,False,76,73,3,,,False,False
2026-05-29,VIK,pivot,False,71,64,7,,,False,False
2026-05-29,VLGEA,ma10_touch_confirm,True,23,31,-8,,,False,False
2026-05-29,WDC,three_weeks_tight,False,36,29,7,,,False,False
2026-05-29,WEYS,pivot,False,49,47,2,,,False,False
2026-05-29,WLKP,ceiling_pullback,True,96,98,-2,,,False,False
2026-05-29,WULF,ma10_touch_confirm,True,83,86,-3,,,False,False
2026-05-29,XHR,pivot,Missing,22,30,-8,,,False,False
2026-06-05,AIT,ceiling_pullback,True,28,35,-7,,,False,False
2026-06-05,AKR,ma10_touch_confirm,Missing,24,24,0,,,False,False
2026-06-05,ALNT,ma10_touch_confirm,Missing,74,75,-1,,,False,False
2026-06-05,AMN,pivot,False,96,94,2,,,False,False
2026-06-05,AROW,pivot,False,43,25,18,,,False,False
2026-06-05,ATLO,pivot,False,13,9,4,,,False,False
2026-06-05,AVNS,pivot,False,104,102,2,,,False,False
2026-06-05,AXGN,ma10_touch_confirm,True,39,59,-20,,,False,False
2026-06-05,BFH,pivot,True,9,10,-1,,,False,False
2026-06-05,BNL,pivot,True,16,16,0,,,False,False
